course_title,course_url,platform,language,duration,difficulty_level,rating_out_of_5
azure-cloud-fundamentals,https://www.futurelearn.com/courses/best-care-for-people-with-late-stage-parkinsons-disease-part-one,FutureLearn,English,4 weeks,Intermediate,4.6
azure-data-for-engineer-part-2,https://www.futurelearn.com/courses/best-care-for-people-with-late-stage-parkinsons-disease-part-two,FutureLearn,English,4 weeks,Introductory,4.8
azure-for-data-engineer,https://www.futurelearn.com/courses/best-practices-in-culture-and-heritage-education-in-aotearoa-new-zealand-,FutureLearn,English,4 weeks,Intermediate,4.8
bachelors,https://www.futurelearn.com/courses/big-data-aligning-strategy-analytics-and-operations1,FutureLearn,English,2 weeks,Open level,4.7
bagloriaethcymru,https://www.futurelearn.com/courses/big-issues-future-secure-development-et,FutureLearn,English,4 weeks,Beginner,4.5
baking-afternoon-tea,https://www.futurelearn.com/courses/biochemistry,FutureLearn,English,4 weeks,Beginner,4.4
baking-pies-and-tarts,https://www.futurelearn.com/courses/biodiversity-guardianship-and-the-natural-history-of-new-zealand-a-museum-perspective,FutureLearn,English,6 weeks,Open level,4.8
baking-showstopper-cakes,https://www.futurelearn.com/courses/bioinformatics,FutureLearn,English,2 weeks,Introductory,4.8
basic-concepts-in-microbiology-and-clinical-pharmacology-of-antimicrobials,https://www.futurelearn.com/courses/bioinformatics-for-biologists-analysing-and-interpreting-genomics-datasets,FutureLearn,English,3 weeks,Beginner,4.5
basic-english-elementary,https://www.futurelearn.com/courses/biological-energy,FutureLearn,English,3 weeks,Beginner,4.7
basic-english-pre-intermediate,https://www.futurelearn.com/courses/biology-basic-concepts,FutureLearn,English,4 weeks,Beginner,4.5
basic-first-aid,https://www.futurelearn.com/courses/biology-genome-and-you,FutureLearn,English,2 weeks,Beginner,4.8
basic-first-aid-for-animals-and-pets,https://www.futurelearn.com/courses/biosecurity,FutureLearn,English,4 weeks,Introductory,4.6
batteries-for-the-energy-transition-exploring-the-sustainable-value-chain,https://www.futurelearn.com/courses/biosecurity-compliance-in-european-poultry-farms,FutureLearn,English,3 weeks,Open level,4.5
battle-of-dunbar-1650,https://www.futurelearn.com/courses/black-tudors,FutureLearn,English,4 weeks,Beginner,4.5
be-a-dentist,https://www.futurelearn.com/courses/blended-and-hybrid-learning-design-in-higher-education,FutureLearn,English,2 weeks,Intermediate,4.9
become-a-better-presenter,https://www.futurelearn.com/courses/blended-and-online-learning-design,FutureLearn,English,4 weeks,Beginner,4.7
become-a-blockchain-developer-foundations,https://www.futurelearn.com/courses/blended-learning-digital-skills,FutureLearn,English,3 weeks,Beginner,4.5
become-a-cyber-security-specialist,https://www.futurelearn.com/courses/blended-learning-digitally-enriched-apprenticeships,FutureLearn,English,3 weeks,Open level,4.5
become-a-data-analyst,https://www.futurelearn.com/courses/blended-learning-embedding-practice,FutureLearn,English,3 weeks,Introductory,4.5
become-a-data-scientist,https://www.futurelearn.com/courses/blended-learning-getting-started,FutureLearn,English,3 weeks,Beginner,4.4
become-a-developer,https://www.futurelearn.com/courses/block-to-text-based-programming,FutureLearn,English,4 weeks,Beginner,4.5
become-a-finance-manager,https://www.futurelearn.com/courses/blockchain-cryptocurrencies,FutureLearn,English,3 weeks,Beginner,4.6
become-a-marketing-manager,https://www.futurelearn.com/courses/blood-the-human-blood-and-its-functions,FutureLearn,English,6 weeks,Intermediate,4.5
become-a-musician,https://www.futurelearn.com/courses/body-image-and-mental-health-in-young-people,FutureLearn,English,6 weeks,Intermediate,4.5
become-an-entrepreneur,https://www.futurelearn.com/courses/book-of-kells,FutureLearn,English,6 weeks,Intermediate,4.5
become-an-hr-manager,https://www.futurelearn.com/courses/brain-ageing,FutureLearn,English,3 weeks,Introductory,4.5
become-an-seo-expert,https://www.futurelearn.com/courses/brain-behaviour-and-dentistry,FutureLearn,English,2 weeks,Beginner,4.5
become-a-nutritionist,https://www.futurelearn.com/courses/brand-identity-jonathan-wilson,FutureLearn,English,3 weeks,Introductory,4.6
become-a-project-manager,https://www.futurelearn.com/courses/brand-personality-jonathan-wilson,FutureLearn,English,2 weeks,Open level,4.8
become-a-psychologist,https://www.futurelearn.com/courses/brand-purpose-jonathan-wilson,FutureLearn,English,5 weeks,Beginner,4.6
become-a-social-media-manager,https://www.futurelearn.com/courses/break-even-analysis-sc,FutureLearn,English,3 weeks,Beginner,4.8
become-a-stem-teacher,https://www.futurelearn.com/courses/buddhism-and-zen,FutureLearn,English,4 weeks,Introductory,4.7
become-a-ux-designer,https://www.futurelearn.com/courses/build-a-physical-computing-prototype,FutureLearn,English,3 weeks,Beginner,4.5
become-successful-baker-bbc-good-food,https://www.futurelearn.com/courses/build-an-agile-team,FutureLearn,English,5 weeks,Beginner,5
becoming-a-better-music-teacher,https://www.futurelearn.com/courses/building-a-sustainable-future-with-technology,FutureLearn,English,6 weeks,Intermediate,4.7
becoming-a-charity-member-what-you-should-know,https://www.futurelearn.com/courses/building-a-teaching-career,FutureLearn,English,4 weeks,Intermediate,4.5
beginners-guide-fashion-design,https://www.futurelearn.com/courses/building-influence-as-a-key-human-resource-management-professional,FutureLearn,English,6 weeks,Open level,4.5
beginning-your-digital-marketing-journey,https://www.futurelearn.com/courses/building-information-modelling,FutureLearn,English,5 weeks,Intermediate,5
begin-robotics,https://www.futurelearn.com/courses/building-information-modelling-bim-for-historic-buildings-and-built-environment,FutureLearn,English,3 weeks,Intermediate,4.8
behavioural-economics-employee-and-customer-behaviour,https://www.futurelearn.com/courses/building-pathology,FutureLearn,English,2 weeks,Beginner,4.4
behavioural-economics-employee-and-customer-behaviour-sc,https://www.futurelearn.com/courses/building-professional-networks,FutureLearn,English,2 weeks,Open level,4.8
behavioural-economics-polarisation-discrimination-and-differences-in-society,https://www.futurelearn.com/courses/bushfires,FutureLearn,English,3 weeks,Beginner,4.6
behavioural-psychology,https://www.futurelearn.com/courses/business-analytics-forecasting,FutureLearn,English,5 weeks,Beginner,4.5
behavioural-psychology,https://www.futurelearn.com/courses/business-continuity-management-crisis-management,FutureLearn,English,3 weeks,Beginner,4.7
behavioural-psychology,https://www.futurelearn.com/courses/business-environment,FutureLearn,English,4 weeks,Beginner,4.4
behavioural-science-influencing-behaviour-and-designing-decisions,https://www.futurelearn.com/courses/business-ethics,FutureLearn,English,3 weeks,Introductory,4.1
behaviour-change,https://www.futurelearn.com/courses/business-history-of-the-fifa-world-cup,FutureLearn,English,3 weeks,Beginner,4.5
behaviour-change-interventions,https://www.futurelearn.com/courses/business-law-fashion-industry,FutureLearn,English,4 weeks,Open level,4.9
being-a-digital-researcher-digital-skills-for-effective-research,https://www.futurelearn.com/courses/business-management-and-leadership,FutureLearn,English,5 weeks,Beginner,4.5
being-a-flexible-music-teacher,https://www.futurelearn.com/courses/business-management-and-leadership-sc,FutureLearn,English,4 weeks,Beginner,4.7
beneath-the-blue,https://www.futurelearn.com/courses/business-model-thinking,FutureLearn,English,3 weeks,Beginner,4.5
best-care-for-people-with-late-stage-parkinsons-disease-part-one,https://www.futurelearn.com/courses/business-of-beauty-introduction-to-the-beauty-industry,FutureLearn,English,3 weeks,Beginner,4.5
best-care-for-people-with-late-stage-parkinsons-disease-part-two,https://www.futurelearn.com/courses/business-opportunities-in-additive-manufacturing,FutureLearn,English,3 weeks,Beginner,4.5
best-in-business,https://www.futurelearn.com/courses/business-opportunities-in-additive-manufacturing-applying-business-modelling-to-a-real-company-case,FutureLearn,English,2 weeks,Beginner,4.5
best-practices-in-culture-and-heritage-education-in-aotearoa-new-zealand-,https://www.futurelearn.com/courses/business-planning-growth-and-successful-companies,FutureLearn,English,6 weeks,Open level,4.4
big-data,https://www.futurelearn.com/courses/business-planning-growth-and-successful-companies-sc,FutureLearn,English,4 weeks,Beginner,4.5
big-data,https://www.futurelearn.com/courses/business-research-methods-i,FutureLearn,English,4 weeks,Beginner,4.5
big-data-aligning-strategy-analytics-and-operations1,https://www.futurelearn.com/courses/business-strategy-art-of-looking-into-the-future,FutureLearn,English,3 weeks,Beginner,4.5
big-issue-rora,https://www.futurelearn.com/courses/business-workplace-ethics-fashion-industry,FutureLearn,English,5 weeks,Open level,4.7
big-issues-future-secure-development-et,https://www.futurelearn.com/courses/cancer-and-the-genomic-revolution,FutureLearn,English,3 weeks,Beginner,4.5
BIO101: Introduction to Molecular and Cellular Biology,https://www.futurelearn.com/courses/cancer-survivorship,FutureLearn,English,2 weeks,Beginner,4.7
biochemistry,https://www.futurelearn.com/courses/capital-investment-appraisal-sc,FutureLearn,English,2 weeks,Intermediate,4.5
biodiversity-guardianship-and-the-natural-history-of-new-zealand-a-museum-perspective,https://www.futurelearn.com/courses/carbon-literacy,FutureLearn,English,4 weeks,Introductory,4.7
bioinformatics,https://www.futurelearn.com/courses/career-management,FutureLearn,English,2 weeks,Introductory,4.5
bioinformatics-for-biologists-analysing-and-interpreting-genomics-datasets,https://www.futurelearn.com/courses/career-planning-and-your-degree,FutureLearn,English,3 weeks,Beginner,4.7
biological-energy,https://www.futurelearn.com/courses/career-planning-essentials-unlock-your-future,FutureLearn,English,6 weeks,Beginner,4.5
biology-basic-concepts,https://www.futurelearn.com/courses/careers-in-fashion-design-product-development-and-fashion-promotion,FutureLearn,English,2 weeks,Beginner,4.7
biology-genome-and-you,https://www.futurelearn.com/courses/careers-in-fashion-retailing,FutureLearn,English,2 weeks,Beginner,4.5
biosecurity,https://www.futurelearn.com/courses/careers-in-forecasting-textiles-and-manufacturing,FutureLearn,English,2 weeks,Introductory,4.8
biosecurity-compliance-in-european-poultry-farms,https://www.futurelearn.com/courses/careers-in-the-ancillary-businesses,FutureLearn,English,3 weeks,Open level,4.5
Black and Minority Ethnic Network Podcasts - series 2,https://www.futurelearn.com/courses/careers-in-the-veterinary-industry,FutureLearn,English,2 weeks,Open level,4.5
black-history,https://www.futurelearn.com/courses/caregiving-dementia-incontinence,FutureLearn,English,2 weeks,Beginner,4.5
black-tudors,https://www.futurelearn.com/courses/caring-for-caregivers-empowering-those-who-care-for-older-persons,FutureLearn,English,2 weeks,Introductory,4.4
blended-and-hybrid-learning-design-in-higher-education,https://www.futurelearn.com/courses/caring-for-children-moving-alone,FutureLearn,English,2 weeks,Beginner,4.6
blended-and-online-learning-design,https://www.futurelearn.com/courses/caring-psychosis-schizophrenia,FutureLearn,English,3 weeks,Beginner,4.5
blended-learning,https://www.futurelearn.com/courses/causes-of-climate-change,FutureLearn,English,3 weeks,Beginner,4.8
blended-learning-digitally-enriched-apprenticeships,https://www.futurelearn.com/courses/cbt-older-people,FutureLearn,English,3 weeks,Beginner,4.5
blended-learning-digital-skills,https://www.futurelearn.com/courses/ccna-computer-networking-essentials,FutureLearn,English,4 weeks,Beginner,4.5
blended-learning-embedding-practice,https://www.futurelearn.com/courses/challenges-and-opportunities-in-international-marketing-et,FutureLearn,English,4 weeks,Introductory,4.5
blended-learning-getting-started,https://www.futurelearn.com/courses/challenges-and-opportunities-in-international-marketing-sc,FutureLearn,English,5 weeks,Introductory,4.5
blockchain-cryptocurrencies,https://www.futurelearn.com/courses/change-of-era-the-origins-of-christian-culture-through-the-lens-of-archaeology,FutureLearn,English,4 weeks,Beginner,4.5
blockchain-in-the-luxury-and-hospitality-business,https://www.futurelearn.com/courses/changing-urban-travel-behaviour-for-a-low-carbon-transition,FutureLearn,English,4 weeks,Open level,4.5
block-to-text-based-programming,https://www.futurelearn.com/courses/charting-and-data-visualization-in-excel,FutureLearn,English,4 weeks,Beginner,4.8
blood-the-human-blood-and-its-functions,https://www.futurelearn.com/courses/charting-and-data-visualization-in-excel-sc,FutureLearn,English,4 weeks,Intermediate,4.7
bloomsbury-fashion,https://www.futurelearn.com/courses/chemical-engineering-shaping-a-sustainable-future,FutureLearn,English,2 weeks,Intermediate,4.5
body-image-and-mental-health-in-young-people,https://www.futurelearn.com/courses/chemometrics-in-air-pollution,FutureLearn,English,5 weeks,Beginner,4.5
book-of-kells,https://www.futurelearn.com/courses/child-protection-teachers,FutureLearn,English,4 weeks,Introductory,4.8
bookworms,https://www.futurelearn.com/courses/childhood-adversity-and-mental-health,FutureLearn,English,4 weeks,Beginner,4.5
boost-creativity,https://www.futurelearn.com/courses/children-with-developmental-disabilities,FutureLearn,English,4 weeks,Beginner,4.5
boredom-busters,https://www.futurelearn.com/courses/chinese-conversation,FutureLearn,English,4 weeks,Beginner,4.5
brain-ageing,https://www.futurelearn.com/courses/chinese-conversation-sc,FutureLearn,English,4 weeks,Beginner,4.5
brain-behaviour-and-dentistry,https://www.futurelearn.com/courses/chinese-culture,FutureLearn,English,4 weeks,Beginner,4.5
brand-identity-jonathan-wilson,https://www.futurelearn.com/courses/chinese-drama-injustice-to-dou-e,FutureLearn,English,4 weeks,Beginner,4.5
brand-management,https://www.futurelearn.com/courses/chinese-grammar,FutureLearn,English,4 weeks,Beginner,4.5
brand-management,https://www.futurelearn.com/courses/chinese-grammar-sc,FutureLearn,English,4 weeks,Introductory,4.5
brand-personality-jonathan-wilson,https://www.futurelearn.com/courses/chinese-medicine-treatise-on-febrile-diseases-caused-by-cold,FutureLearn,English,8 weeks,Advanced,5
